171483,648
6629,2057
10482,23216
6599,399979
54093,4007
2994,56652
23468,4105
94101,3456
55827,22985
2091,65985
26260,23181
79784,94032
10049,8887
4914,87
2026,78975
267,13017
2079,55182
27132,23197
5567,103136
283303,66440
5226,1124
20227,64757
2961,7582
7412,57139
5710,4733
6434,51397
51741,6657
55742,2235
1173,2747
673,55693
7083,64232
5689,2932
142,54957
8971,7403
6222,9097
85451,3311
3623,161753
10285,29952
10472,55628
353133,83871
2873,80314
7124,4285
7629,27255
337968,1154
6612,79814
5496,151568
51128,83871
170506,375
11047,9290
11043,6904
100356064,1586
165140,58985
7532,10239
7529,55213
996,57122
9112,7988
11031,64342
3181,6300
5859,51720
25962,84620
8912,123355
367,55683
3972,8815
55337,15511
26275,23048
6626,282809
100526836,3321
64431,81888
9126,7270
672,25818
6136,6905
10657,100129982
5500,3481
23558,6657
5111,8723
8356,8510
203068,64061
3608,199745
23177,22800
64432,140685
3927,25937
4223,8618
9636,117248
4641,2287
11140,84530
7203,154810
654364,2643
8148,8428
1499,21938
5216,9517
3609,196528
23020,89869
3386,27175
5861,100009074
1021,79632
4609,8515
148156,9886
5987,65251
7923,79899
1660,79894
1855,11012
1164,2312
8241,1938
8353,728405
8535,5209
3326,51429
1558,6011
11518,2904
7283,162427
3694,2300
1808,8099
7259,26609
23170,433759
4904,1192
9131,80129
26156,60343
6804,2730
336,387316
7316,10262
26239,7428
2597,7471
692089,6164
2908,5204
2775,154865
64219,284194
2673,6511
7336,84940
83747,5093
80142,57820
1312,208092
10482,52
4798,11212
2212,4957
25902,4233
143884,89849
351,6142
253461,28227
3930,51719
1385,93611
56852,2703413
3306,160287
7317,107951
8896,8604
9094,170261
70405,55083
84311,7079
6733,158297
1374,51701
23451,3765
5684,54539
85291,6423
9939,1447
6657,860
25820,5824
7905,441150
60,283349
1832,25831
7106,1969
22827,54458
3185,3570
84078,81794
55466,9943
1203,4853
653404,51388
7379,51427
203328,57553
9020,9001
983,84101
55593,644945
23710,220
23414,10060
6541,27034
4820,6709
10109,286343
9782,2810
5499,399726
60509,79080
5682,342096
498,29114
58517,80829
1827,5451
53972,1050
152189,2304
9736,137695
57129,6827
7276,8832
51150,81850
8526,6618
4915,9332
3181,6535
4335,2197
58487,850974
3915,152006
10688,65991
9092,112401
2300,121340
147687,10574
6129,4170
7128,54845
4914,9802
51639,9604
1915,68083
3215,5764
3002,9061
6627,7283
10342,7073
7297,6103
4233,6117
4914,201266
79657,4799
145508,51199
4436,7078
67052,7130
80308,84875
8661,85025
6667,29264
23624,114771
3066,23029
40,2071
3055,114781
5570,4234
84656,83452
51100,74053
23515,5187
9588,118490
11331,84072
23172,855849
5862,6775
5447,14088
4188,84289
4171,340542
6210,66222
50628,64302
51373,283742
55660,9928
100359600,6615
6772,8778
1994,23429
23028,54535
11212,9270
9524,7786
8559,25878
6155,25902
5105,23464
1641,81839
10014,56729
8452,51060
22995,6229
7187,214444
65125,25861
8463,170961
388512,6155
2690,55167
51368,55293
7276,285331
4942,51646
22995,80907
8764,9118
55142,83737
6733,1964
7248,7071
9230,2519
5433,84641
7416,5250
2532,6235
240,9516
5001,54984
6605,55632
112858,638
57520,5325
150483,80308
8878,3651
1808,101543
6206,471
107995,51096
26986,84263
1654,5314
3198,10541
23411,57565
1378,90390
8350,3123
5687,55731
287015,148398
55907,5141
9470,328580
10048,5037
1856,4791
10021,400798
29775,4902
51548,2688
5936,3576
6147,84809
9463,84687
7392,6789
5578,8573
8453,55969
8475,24417
5315,26233
11198,54967
7046,54802
6941,538
6161,388344
7316,80173
55114,3891
25913,3868
26271,84542
672,57701
7345,5683
2091,347902
1058,209318
84872,254013
329,10147
4790,3363
140890,79833
3191,64782
55832,8447
978,11315
155030,80176
2790,4056
3306,4332
10486,14088
4312,5428
7534,6992
9641,10673
55094,140825
3998,4130
3065,23528
10713,4154
91949,3646
6854,353238
10236,22866
91452,7337
54343,55486
6342,84572
10289,6311
7494,22866
1915,10347
83899,5701
25978,5930
4536,3493
55536,5169
9406,54928
8481,72119
26260,81576
3551,51542
10179,242785
3182,9440
26505,20466
11030,153241
3837,84687
10629,153684
5034,23274
27076,7227
3176,64425
64773,26286
3324,50511
7321,60496
25942,215387
3725,339201
525,4142
23291,100129534
9807,353324
80153,9569
5519,8861
200523,3054
57591,5611
3312,839501
7851,54463
7072,18000
9987,51555
114548,4184
64764,376267
55294,6638
4609,25847
84790,51193
9729,56895
2767,84072
83932,10621
79005,4245
28957,1462
5250,149986
23314,84138
8910,23708
51728,104
84329,57405
280717,5427
200081,794
54737,114884
154075,256297
192111,22999
9295,10956
1017,128
5683,72415
6908,3575
10432,112464
90326,9793
2152,5236
3945,338692
85007,9441
167227,287670
6929,852305
7518,851246
4089,1131
85369,5239
4513,284110
93436,84871
27124,3784
8087,3125
2162,150928
509,91107
821,7699
13859,10419
4001,84700
23208,10644
2335,4722
10262,51360
6622,5704
5732,4603
6672,8567
55588,81545
6634,11136
10755,7923
79677,889
28999,80762
667,64601
65062,10556
4189,57446
57060,254187
51651,23074
1387,28996
3187,4961527
24139,199
6464,90637
84342,10476
54059,9947
4645,154664
56086,1964
2099,51066
1994,57556
10399,28989
7014,404734
4686,9757
5605,103136
4589,119391
5588,3362
7490,94005
353141,2961
4172,63976
23398,7879
64975,26824
6175,100101267
729540,51148
7204,939
10482,25949
6667,55140
856154,8500
388646,3885
84061,50512
7917,57592
6275,200916
18518,2107
83719,9537
5602,1105
55917,2907
7150,5528
6804,1951
4720,842
10643,91179
5568,166863
9859,665
10618,66313
374882,54820
8536,54853
57594,3010
7040,1460
7316,90102
23467,10437
3848,80179
5074,855998
715,8717
65986,419
740,80212
20466,9149
821,3805
9047,51594
10535,80097
5770,442867
162968,340527
10174,10579
23405,90993
51340,4668
81559,83932
2539,7908
7277,57580
6654,5886
6632,407823
8683,51557
1407,216238
55388,121227
25962,23091
6738,22808
5745,148281
6993,51380
56334,84084
5245,51361
23154,51435
26145,84919
7341,79095
3198,9463
8192,8356
975,1983
292,23162
7818,4043
4701,234857
10189,1731
10284,84501
103573,80831
388677,5691
9066,587
9189,100130932
287015,13627
5521,6049
3932,5154
10241,1833
3376,5901
3888,54554
55690,2150
8826,128872
51741,336
5499,26122
84708,2547
84680,5562
545389,1050
9724,10002
23466,124540
51352,126969
4609,3017
5579,5409
8687,10490
4522,339366
80179,3758
4144,10449
3689,11216
155030,414664
6605,8751
7158,11039
1432,144404
5290,29124
7150,1267
22938,54914
7965,83714
339229,90268
29127,199675
585,5883
246333,6827
27023,56906
5289,64866
9457,10611
22859,139231
50649,2790
3983,51741
9219,5178
22943,84240
7253,652968
7027,23648
71,7099
79682,27129
2115,5209
23310,5261
6727,23281
5682,5868
10189,2984
10728,4300
27327,55435
7257,91544
1200,222663
27287,2956
6455,55958
84950,30009
1572,55863
9276,10020
1432,2593
154865,151121
90678,4056
26118,440295
84062,4734
55266,10301
5684,5161
1808,150209
5216,1869
200728,19387
1856,283377
10482,9997
5108,11000
29978,202333
23085,421
5304,219699
9802,58490
79621,5137
55603,23221
3801,112714
6133,22893
10174,51368
5275,114900
5626,27352
55366,6184
57161,23450
28977,64788
116840,53598
89870,3065
80139,55954
200424,12142
10179,1196
3054,54662
8926,4284
8805,5333
8553,2220
92675,5526
11060,7544
4116,6502
55075,2150
4914,4249
83660,2250
147841,54342
79020,21750
10193,50814
999,344658
51451,56931
54793,57019
3805,55157
8452,20399
7157,27124
9179,90
4833,421
23517,853870
10938,668
9716,143458
4916,1435
4171,6773
10412,153684
81628,64158
5005,6185
961,25888
10625,67444
5902,25788
4547,3768
165918,83858
23163,54534
57664,7494
11274,56934
3643,26086
3276,84536
6502,57817
351,54455
166379,22950
25942,140803
5802,1281
8089,6812
9859,54540
9898,23560
10856,55614
24144,8577
399693,23199
8834,27346
7014,84324
2316,116848
69159,51202
5626,54778
116115,55695
55273,850764
4957,2736
351,10302
23522,65057
3608,7345
10713,10528
5339,221527
55131,5025
26121,914
51143,6616
1215,203562
10728,649
3337,3693
9228,26278
7265,28755
9851,23621
203068,8663
4343,219072
8655,330
8991,55148
6185,7052
6418,313173
10755,92799
6780,362392
8687,8496
57332,20655
57448,10301
79159,130074
57591,10846
124626,3399
29855,10116
2931,54433
7409,9025
2872,56996
54675,139793
221,256536
10294,283011
1871,23384
8784,5693
1915,29922
57035,2532
808,6635
8887,6566
51202,90861
8803,11094
57720,7922
6339,4057
2669,7068
87178,10535
171568,81494
23649,80772
11100,51087
1565,26259
1456,6683
155871,64377
4809,13605
67809,441521
4163,171169
7249,991
6923,146059
7203,204851
9310,57580
85403,51081
9641,10957
6229,284365
128977,9957
4692,57519
2194,2264
9693,285848
7024,79959
308,4038
154,55754
7538,55636
202559,28952
149371,124402
57332,5001
19087,57414
26576,51633
24851,627
23097,10328
27258,51428
64396,54631
90864,10136
122183,9841
340069,933
399687,8663
386682,215
6285,286262
56945,80198
8175,23168
29945,117283
10749,84305
54949,10392
875,4103
11281,6189
3014,54760
7514,63893
5522,2147
4299,170680
3007,2533
26586,23272
3737,85362
7316,114800
800,2146
127343,26286
8665,114609
6950,1102
55755,29927
80349,8367
55626,286827
4724,63827
79609,29777
7514,7067
51068,66317
10617,353144
8453,4646
2,7738
9963,84985
10575,60493
9656,199834
22888,12631
54102,6222
3112,154141
4713,84292
23020,285
22003,51031
5684,799
219854,54935
3856,92689
4809,8216
9631,1117
84340,1840
23400,165100
10482,9397
4089,57587
10425,55701
55660,2244
93986,847
8971,17979
9463,23633
57459,51663
2079,6345
3181,246330
51362,3385
7412,161753
5892,5783
4311,9355
5430,4734
16341,5130
118980,9776
23093,1289
4801,6208
54499,553115
115106,665
156110,22889
6389,23513
4316,64376
2648,7753
6949,6905
7189,55627
283237,5612
84701,58985
89958,6253
81624,7289
6778,65152
30011,51056
5829,4184
85456,84553
1642,113829
27132,26223
1915,9636
10397,548596
3320,92667
1956,51763
4691,55363
27229,55027
57521,84445
440050,76843
23512,64748
7849,160760
3872,326
26054,6721
1801,8704
13385,10461
335,55173
10014,6345
5683,124590
79751,216274
29979,10682
213,3140
1022,441212
3309,2130
154313,9883
202151,54988
118427,7994
4676,10449
5626,84678
7709,2623
10016,30846
22907,56338
29979,6715
1974,7113
59,217365
16440,114824
51067,55851
5034,155908
3312,8787
3804,83659
6821,124935
55536,1998
811,5440
1439,90624
1967,27131
85302,26037
56420,10749
5567,7040
23567,23387
643314,19205
51028,554
84304,79694
7264,2220
468,953
6171,8778
2553,2312
64770,2733
23353,284656
84232,3888
9128,221927
7414,129880
3065,100534599
10174,27434
4914,267
1511,137209
571,221092
117283,220108
7431,4490
6721,5272
6183,389549
25962,130507
7415,10020
10445,6900
56891,257194
3609,2785
8546,231413
83593,654364
677770,27316
64092,84461
5747,649
1977,9797
12462,6514
4701,85445
7329,51195
6045,83747
442247,23515
1213,2066
163,57573
2309,6819
55802,8019
5687,54556
6159,3158
1025,7580
1029,8835
11100,5575
124637,10380
24148,115196
2100,25842
71890,988
10399,131616
2737,55096
830,27181
8668,26276
4193,9033
1398,53890
4723,327
57018,2966
1290,52609
93380,5393
23327,3824
55661,253558
4163,2209
6745,117284
8411,23075
11100,84790
3293,113115
5682,3303
28986,23429
5054,27101
57510,29926
5356,67241
1017,93145
5684,7170
51225,1106
11222,4507
55061,84690
4714,2658
26502,283377
3783746,6495
5525,8569
8216,22978
5250,7094
23020,208092
847,2273
8878,728774
11143,23509
207,4774
1613,56922
1373,23369
2810,22954
23345,54477
9712,64788
4644,22806
55737,26191
75991,100137047
6804,55137
9131,323
9092,6716
26232,26223
4898,55333
9139,57801
5520,6103
26043,6793
5583,196074
55530,497661
79718,64324
640,400629
23476,112609
100288797,18148
2767,66413
155945,143872
5066,1797
7329,22806
4233,55872
397,54107
5770,55722
7332,9231
9869,14852
6732,1944
143686,51433
155807,79370
2770,8626
55094,12261
7415,51021
55193,132158
2629,392255
3146,57414
10129,51368
27349,10954
58517,27185
10174,8665
2065,7307
811,66589
409,4171
55227,23434
81539,54206
80331,2900
51184,6390
57187,81848
3182,68581
11091,64158
2309,92595
57461,11136
1660,4729
8454,22827
91603,23042
6059,58478
80028,90231
10987,5695
22827,70218
7205,7026
3320,9584
90627,56852
9031,11059
3601,100129696
1130,23568
2703458,283349
118460,55634
23193,388403
7528,1641
5320,23581
419,4693
3148,64145
23013,64778
6464,10540
3315,10094
64925,3955
2931,57410
975,23313
55914,5873
9093,51430
2274,4800
9716,3313
29102,337968
7917,79948
8379,851323
5888,5178
83444,64333
51466,28962
79084,126626
6714,7818
23327,4130
10963,644
2353,51434
23137,4835
26043,7942
7412,23673
5705,64218
50628,5984
6635,116448
816,805
3006,94134
5566,80320
11257,230654
10817,9956
84988,6251
55589,8537
10939,728
2332,79585
128710,7803
9729,114821
356,100101267
7314,5708
6208,155382
3612,58157
51255,440163
23022,81889
51639,3972
11331,57498
8440,84940
1386,144568
4744,81565
79791,10152
10482,9559
5308,30818
23612,3187
8450,90167
6217,23208
11338,6515
6204,9659
27292,23498
25,8337
7133,51646
55596,1155
5062,8924
10048,113220
59338,79583
9611,5055
5718,856423
126,4759
54880,3371
142678,2250
6840,51191
10477,359787
84837,83933
1956,10978
81550,55017
1025,3775
60,110809
200728,84164
81622,58
10075,725
9946,1755
1902,8784
22841,140850
4116,8260
51135,374393
84277,23186
83481,60487
22950,53981
65983,17444
56424,51208
2895,26003
6925,300965
830,84060
9240,10169
201931,144245
146225,51571
22889,2139
7001,9391
8440,223691
2885,9133
983,5036
996,200933
9443,439935
1263,1833
55871,1026
11218,56970
2026,6388
3798,283209
10256,1725
140801,94235
23363,79707
6636,22882
23506,23233
5914,388407
1278,10206
4199,116674
7057,4753
5214,3174
51720,5626
22954,440163
254827,3837
287015,222642
9733,25809
10419,55435
4683,52717
1801,6650
353323,112942
2631,10687
10769,12345
2099,55599
2241,93687
8065,220965
55191,793
79577,55267
19821,3594
386681,16561
170506,55144
7994,6567
10381,23636
5295,388407
6184,1267
51747,36
9402,3887
9984,60625
4300,23099
54521,1870
10765,54014
4998,337
498,1690
8629,26065
5329,23640
79711,301555
6228,3741
4869,3955
26266,57617
27089,13358
81850,2705
79571,54982
10971,5168
9014,7372
3831,200734
51747,128637
5859,51194
55702,23271
56547,217
65125,284393
20174,353324
221504,81533
5610,116039
191,3398
9219,338412
1163,8416
57062,5768
10643,94032
3184,11093
27023,133686
10921,9423
10919,1464
7428,84140
1870,85302
2035,9131
1147,1111
1969,162968
5331,84675
10013,9228
10921,75599
65125,825462
9380,74493
5328,54212
796,114786
6223,2578
51191,9632
5692,32
25936,6565
23186,294917
9478,10636
23527,55540
386682,1615
5987,9167
92421,662
6199,6016
4722,6194
2752,5366
55683,149461
7048,54805
4694,83591
6168,337
7316,10036
7182,5859
9493,220082
26123,1723
54534,5834
57159,3887
64170,81502
8452,412
6159,1373
8994,3303
836,286343
5478,10262
8361,9698
2316,116541
7412,8498
1994,10606
10902,1244
498,55508
6193,32225
9094,51305
51477,59287
84445,2054
23130,11189
850764,57823
90507,9352
6712,54904
3305,23270
10153,23743
309,285313
7316,64930
847,4335
25777,66583
8454,2335
1082,20174
4841,79803
288516,58191
5584,6925
7579,26012
5784,79169
51324,84128
6472,8644
6929,63826
7329,24627
3215,13859
5516,57104
11345,7321
9094,721
11281,23203
93166,339344
2566,24446
64976,85293
6311,147179
409,9135
56455,51703
55679,54797
5184,6633
65970,1628
117245,4047
5357,10755
27236,60343
54700,121599
4987,346288
1017,8871
9045,3026
50717,147199
5580,79791
396,961
11190,4507
9349,117248
4793,51263
5601,168850
191,4831
8450,116143
22836,83849
1234,64223
1196,51744
55143,55636
51150,11342
2669,58515
867,11034
373156,155435
22976,7159
57680,6156
196,26984
8668,2200
5610,5525
7227,2487
79867,1828
3182,8537
4160,7919
51257,5203
57448,55740
156,55757
8878,6146
57504,57626
348,4005
286410,699
9140,3717
4171,136
4343,54751
2820,8440
4214,7290
6426,8330
254950,89858
6612,10285
11052,3028
27033,221937
6159,108699
10381,402381
147841,24851
8450,9362
10260,399
1975,5053
5493,7844
5042,5617
6464,10268
10254,337967
5455,6224
54542,11082
10980,432035
9784,5119
170384,4214
5339,11124
50650,10486
154386,2063
54887,51566
92259,114757
67490,1852
26965,221613
6648,3223
55037,8266
3888,84076
7025,80273
4609,57020
80777,6620
81620,84300
4478,10428
72,94240
55120,285464
6187,6663
6118,54972
66661,3613
28977,4817
1939,30833
79888,55508
3680,433759
6878,7025
55604,67444
9618,4049
6309,3442
85379,56267
51321,116449
80267,6945
6187,10212
6202,10523
79989,6507
5564,67474
10492,854702
7150,55596
11339,55749
9329,65062
9553,79754
11325,256646
7468,125144
5685,9110
84309,123016
4343,10459
6880,221981
57534,7090
113878,54827
11077,9970
3815,7432
7846,10383
9337,1130
6161,4909
5971,2158
10519,26470
333932,26286
104,9863
9943,12005
23517,55191
79654,3514
8559,153527
16341,9014
4047,114792
221016,3566
9618,191
26960,161882
9184,4878
1822,3219
3799,5272
3609,140629
84944,9960
752,8360
5432,8837
83444,81556
23392,4987
1748,5914
386674,79677
79869,57798
3308,5307
6188,440258
134359,93624
2308,5111
50628,29102
433,26035
6477,245972
52,6744
10381,219072
11848,3140
5411,285282
9733,22881
22866,52609
3636,5069
353133,388336
11130,55208
3304,119392
80304,851631
548596,1615
5610,22839
3398,378108
3185,4493
6272,57035
23039,113115
11317,9615
283556,59341
1181,2821
10458,1263
92799,71711
23144,147179
10302,7812
6606,71861
26206,85379
3006,57190
23385,100124696
3187,3800
255193,4302
3183,7111
6819,157773
8548,254910
26528,8751
10539,55669
1060,27343
4139,54509
6259,8270
5923,1066
23160,140722
64175,55749
5582,5741
7014,54842
9119,8780
1808,525
11052,26147
55093,54840
1080,13627
9716,8741
2261,84522
23350,8863
81846,22933
29127,5420
9862,66591
6635,282322
3337,5009
9276,5015
17913,3566
10212,853409
5087,8202
85302,9183
339390,1052
1894,4088
8487,5037
26121,53347
4171,3955
22907,1378
55145,285315
7336,80831
3608,7343
64928,10395
23350,2245
3183,8905
7416,90187
347,5965
553115,818
51477,4640
154141,2012
1487,4680
6176,984
28964,11160
1212,50937
51053,3489
6132,131474
139322,388344
57118,728411
800,222389
2521,1016
