8,219,1
15,219,1
21,219,1
49,219,1
56,219,1
65,219,1
71,219,1
75,219,1
124,219,1
127,219,1
136,219,1
147,219,1
148,219,1
158,219,1
161,219,1
163,219,1
168,219,1
169,219,1
177,219,1
196,219,1
212,219,1
223,219,1
232,219,1
237,219,1
240,219,1
244,219,1
264,219,1
266,219,1
268,219,1
273,219,1
284,219,1
297,219,1
302,219,1
307,219,1
310,219,1
328,219,1
362,219,1
367,219,1
371,219,1
378,219,1
381,219,1
382,219,1
384,219,1
390,219,1
408,219,1
437,219,1
442,219,1
443,219,1
452,219,1
455,219,1
466,219,1
498,219,1
501,219,1
512,219,1
516,219,1
519,219,1
520,219,1
523,219,1
529,219,1
537,219,1
580,219,1
609,219,1
622,219,1
636,219,1
639,219,1
641,219,1
715,219,1
716,219,1
719,219,1
734,219,1
737,219,1
748,219,1
757,219,1
761,219,1
768,219,1
769,219,1
829,219,1
831,219,1
833,219,1
855,219,1
860,219,1
868,219,1
875,219,1
888,219,1
890,219,1
891,219,1
892,219,1
893,219,1
896,219,1
897,219,1
900,219,1
901,219,1
903,219,1
905,219,1
906,219,1
908,219,1
909,219,1
910,219,1
911,219,1
914,219,1
915,219,1
916,219,1
917,219,1
920,219,1
921,219,1
922,219,1
929,219,1
930,219,1
936,219,1
937,219,1
938,219,1
939,219,1
941,219,1
942,219,1
945,219,1
947,219,1
951,219,1
954,219,1
955,219,1
958,219,1
959,219,1
960,219,1
962,219,1
964,219,1
972,219,1
974,219,1
975,219,1
976,219,1
977,219,1
980,219,1
981,219,1
982,219,1
983,219,1
984,219,1
987,219,1
990,219,1
992,219,1
999,219,1
1002,219,1
1005,219,1
1006,219,1
1007,219,1
1011,219,1
1012,219,1
1013,219,1
1014,219,1
1015,219,1
1016,219,1
1018,219,1
1019,219,1
1020,219,1
1023,219,1
1025,219,1
1028,219,1
1029,219,1
1032,219,1
1033,219,1
1034,219,1
1035,219,1
1036,219,1
1037,219,1
1038,219,1
1039,219,1
1045,219,1
1046,219,1
1062,219,1
1063,219,1
1080,219,1
1084,219,1
1085,219,1
1090,219,1
1091,219,1
1092,219,1
1095,219,1
1096,219,1
1098,219,1
1100,219,1
1103,219,1
1108,219,1
1117,219,1
1125,219,1
1126,219,1
1129,219,1
1131,219,1
1132,219,1
1135,219,1
1136,219,1
1137,219,1
1138,219,1
1139,219,1
1145,219,1
1152,219,1
1157,219,1
1158,219,1
1163,219,1
1166,219,1
1175,219,1
1179,219,1
1184,219,1
1185,219,1
1188,219,1
