4,0,0
7,0,0
9,6,0
11,3,0
12,0,0
13,1,0
14,6,0
17,2,0
18,6,0
22,6,0
24,5,0
29,3,0
31,2,0
32,0,0
34,3,0
35,3,0
36,4,0
38,2,0
40,0,0
44,0,0
45,5,0
46,2,0
47,0,0
48,5,0
51,2,0
52,4,0
57,6,0
58,4,0
62,0,0
70,2,0
72,1,0
73,1,0
74,1,0
76,2,0
77,2,0
79,3,0
80,5,0
82,3,0
84,3,0
86,5,0
87,3,0
88,5,0
90,3,0
91,3,0
95,5,0
99,4,0
102,1,0
103,3,0
104,4,0
106,1,0
107,4,0
108,1,0
110,0,0
113,6,0
126,4,0
128,0,0
129,2,0
130,3,0
131,1,0
133,2,0
134,5,0
135,2,0
137,2,0
138,5,0
139,2,0
140,4,0
142,2,0
144,4,0
146,0,0
149,0,0
153,3,0
155,4,0
156,0,0
159,4,0
162,2,0
164,4,0
165,2,0
166,1,0
167,5,0
170,4,0
171,3,0
173,3,0
176,0,0
178,5,0
179,3,0
180,0,0
181,0,0
183,3,0
185,2,0
190,3,0
193,5,0
194,0,0
201,2,0
203,3,0
206,5,0
218,4,0
221,0,0
228,2,0
230,3,0
233,4,0
238,3,0
241,3,0
242,3,0
243,1,0
245,0,0
248,1,0
254,5,0
255,2,0
256,1,0
257,4,0
258,2,0
260,2,0
261,2,0
262,5,0
263,5,0
267,0,0
274,5,0
275,0,0
278,1,0
280,4,0
281,0,0
282,5,0
290,3,0
291,5,0
292,3,0
293,5,0
294,2,0
295,5,0
296,0,0
300,5,0
309,2,0
312,5,0
316,1,0
318,5,0
320,0,0
321,5,0
324,1,0
330,0,0
331,4,0
332,2,0
333,4,0
340,4,0
341,2,0
342,0,0
348,3,0
351,6,0
352,5,0
353,3,0
356,1,0
358,1,0
360,1,0
361,6,0
363,1,0
364,2,0
365,1,0
366,0,0
373,0,0
374,3,0
379,3,0
383,3,0
386,3,0
389,3,0
391,3,0
392,3,0
395,5,0
396,4,0
397,0,0
398,0,0
399,5,0
401,1,0
403,3,0
404,0,0
411,1,0
413,1,0
414,2,0
415,3,0
420,5,0
423,1,0
425,3,0
427,2,0
428,1,0
429,0,0
430,4,0
431,1,0
433,3,0
441,4,0
444,3,0
447,2,0
448,0,0
451,4,0
457,4,0
460,1,0
461,4,0
467,6,0
468,1,0
471,0,0
474,4,0
475,5,0
476,1,0
479,0,0
482,5,0
485,4,0
486,1,0
488,1,0
489,5,0
490,5,0
491,5,0
494,1,0
500,1,0
504,5,0
505,5,0
513,2,0
514,5,0
517,3,0
521,5,0
527,2,0
535,6,0
536,2,0
538,1,0
541,8,0
542,0,0
546,4,0
556,3,0
558,5,0
559,1,0
562,0,0
569,5,0
571,4,0
573,4,0
578,2,0
579,6,0
581,2,0
584,5,0
586,0,0
587,0,0
590,2,0
593,2,0
595,5,0
597,1,0
598,3,0
601,0,0
605,2,0
613,3,0
615,4,0
620,3,0
621,0,0
623,2,0
624,5,0
625,2,0
628,2,0
629,1,0
630,3,0
634,1,0
635,6,0
638,0,0
640,5,0
642,6,0
644,2,0
645,3,0
650,2,0
652,1,0
654,2,0
655,6,0
656,1,0
661,1,0
663,4,0
664,4,0
665,2,0
666,3,0
669,4,0
670,4,0
677,4,0
678,4,0
679,3,0
687,4,0
689,3,0
693,1,0
695,5,0
696,0,0
698,2,0
700,0,0
702,3,0
703,1,0
705,5,0
708,6,0
711,3,0
714,4,0
721,0,0
724,5,0
726,5,0
727,0,0
733,0,0
735,4,0
736,4,0
740,3,0
743,4,0
745,5,0
746,1,0
747,1,0
749,1,0
751,2,0
752,5,0
755,4,0
764,3,0
765,4,0
770,3,0
771,4,0
773,1,0
776,3,0
777,5,0
778,3,0
779,0,0
781,0,0
783,3,0
784,3,0
786,3,0
787,2,0
788,4,0
790,0,0
792,3,0
796,5,0
800,3,0
805,7,0
807,1,0
809,2,0
810,5,0
813,6,0
814,5,0
815,4,0
818,5,0
821,1,0
823,4,0
826,6,0
832,5,0
836,2,0
840,2,0
842,5,0
843,3,0
844,0,0
845,5,0
846,4,0
853,4,0
856,4,0
867,1,0
869,2,0
870,0,0
877,3,0
878,0,0
880,1,0
882,5,0
884,3,0
923,4,0
928,3,0
931,5,0
949,4,0
963,5,0
973,3,0
985,1,0
1001,1,0
1031,0,0
1042,2,0
1048,2,0
1049,3,0
1056,4,0
1057,4,0
1060,3,0
1064,2,0
1068,4,0
1072,1,0
1074,3,0
1078,5,0
1086,4,0
1087,0,0
1088,4,0
1089,4,0
1093,4,0
1094,4,0
1097,5,0
1101,2,0
1104,0,0
1105,2,0
1107,3,0
1109,3,0
1110,3,0
1111,5,0
1112,2,0
1116,3,0
1118,2,0
1120,5,0
1123,3,0
1124,5,0
1134,3,0
1140,3,0
1146,3,0
1148,6,0
1151,0,0
1155,1,0
1159,1,0
1161,1,0
1164,5,0
1169,3,0
1173,3,0
1177,5,0
1180,3,0
1181,4,0
1183,0,0
1186,1,0
