4,5,1
7,5,1
9,5,1
11,5,1
12,5,1
13,5,1
14,5,1
17,5,1
18,5,1
22,5,1
24,5,1
29,5,1
31,5,1
32,5,1
34,5,1
35,5,1
36,5,1
38,5,1
40,5,1
44,5,1
45,5,1
46,5,1
47,5,1
48,5,1
51,5,1
52,5,1
57,5,1
58,5,1
62,5,1
70,5,1
72,5,1
73,5,1
74,5,1
76,5,1
77,5,1
79,5,1
80,5,1
82,5,1
84,5,1
86,5,1
87,5,1
88,5,1
90,5,1
91,5,1
95,5,1
99,5,1
102,5,1
103,5,1
104,5,1
106,5,1
107,5,1
108,5,1
110,5,1
113,5,1
126,5,1
128,5,1
129,5,1
130,5,1
131,5,1
133,5,1
134,5,1
135,5,1
137,5,1
138,5,1
139,5,1
140,5,1
142,5,1
144,5,1
146,5,1
149,5,1
153,5,1
155,5,1
156,5,1
159,5,1
162,5,1
164,5,1
165,5,1
166,5,1
167,5,1
170,5,1
171,5,1
173,5,1
176,5,1
178,5,1
179,5,1
180,5,1
181,5,1
183,5,1
185,5,1
190,5,1
193,5,1
194,5,1
201,5,1
203,5,1
206,5,1
218,5,1
221,5,1
228,5,1
230,5,1
233,5,1
238,5,1
241,5,1
242,5,1
243,5,1
245,5,1
248,5,1
254,5,1
255,5,1
256,5,1
257,5,1
258,5,1
260,5,1
261,5,1
262,5,1
263,5,1
267,5,1
274,5,1
275,5,1
278,5,1
280,5,1
281,5,1
282,5,1
290,5,1
291,5,1
292,5,1
293,5,1
294,5,1
295,5,1
296,5,1
300,5,1
309,5,1
312,5,1
316,5,1
318,5,1
320,5,1
321,5,1
324,5,1
330,5,1
331,5,1
332,5,1
333,5,1
340,5,1
341,5,1
342,5,1
348,5,1
351,5,1
352,5,1
353,5,1
356,5,1
358,5,1
360,5,1
361,5,1
363,5,1
364,5,1
365,5,1
366,5,1
373,5,1
374,5,1
379,5,1
383,5,1
386,5,1
389,5,1
391,5,1
392,5,1
395,5,1
396,5,1
397,5,1
398,5,1
399,5,1
401,5,1
403,5,1
404,5,1
411,5,1
413,5,1
414,5,1
415,5,1
420,5,1
423,5,1
425,5,1
427,5,1
428,5,1
429,5,1
430,5,1
431,5,1
433,5,1
441,5,1
444,5,1
447,5,1
448,5,1
451,5,1
457,5,1
460,5,1
461,5,1
467,5,1
468,5,1
471,5,1
474,5,1
475,5,1
476,5,1
479,5,1
482,5,1
485,5,1
486,5,1
488,5,1
489,5,1
490,5,1
491,5,1
494,5,1
500,5,1
504,10,1
505,5,1
513,5,1
514,5,1
517,5,1
521,5,1
527,5,1
535,5,1
536,5,1
538,5,1
541,5,1
542,5,1
546,5,1
556,5,1
558,5,1
559,5,1
562,5,1
569,5,1
571,5,1
573,5,1
578,5,1
579,5,1
581,5,1
584,5,1
586,5,1
587,5,1
590,5,1
593,5,1
595,5,1
597,5,1
598,5,1
601,5,1
605,5,1
613,5,1
615,5,1
620,5,1
621,5,1
623,5,1
624,5,1
625,10,1
628,5,1
629,5,1
630,5,1
634,5,1
635,5,1
638,5,1
640,5,1
642,5,1
644,5,1
645,5,1
650,5,1
652,5,1
654,5,1
655,5,1
656,5,1
661,5,1
663,5,1
664,5,1
665,5,1
666,5,1
669,5,1
670,5,1
677,5,1
678,5,1
679,5,1
687,5,1
689,5,1
693,5,1
695,5,1
696,5,1
698,5,1
700,5,1
702,5,1
703,5,1
705,5,1
708,5,1
711,5,1
714,5,1
721,5,1
724,5,1
726,5,1
727,5,1
733,5,1
735,5,1
736,5,1
740,5,1
743,5,1
745,5,1
746,5,1
747,5,1
749,5,1
751,5,1
752,5,1
755,5,1
764,5,1
765,5,1
770,5,1
771,5,1
773,5,1
776,5,1
777,5,1
778,5,1
779,5,1
781,5,1
783,5,1
784,5,1
786,5,1
787,5,1
788,5,1
790,5,1
792,5,1
796,5,1
800,5,1
805,5,1
807,5,1
809,5,1
810,5,1
813,5,1
814,5,1
815,5,1
818,5,1
821,5,1
823,5,1
826,5,1
832,5,1
836,5,1
840,5,1
842,5,1
843,5,1
844,5,1
845,5,1
846,5,1
853,5,1
856,5,1
867,5,1
869,5,1
870,5,1
877,5,1
878,5,1
880,5,1
882,5,1
884,5,1
923,5,1
928,5,1
931,5,1
949,5,1
963,5,1
973,5,1
985,5,1
1001,5,1
1031,5,1
1042,5,1
1048,5,1
1049,5,1
1056,5,1
1057,5,1
1060,5,1
1064,5,1
1068,5,1
1072,5,1
1074,5,1
1078,5,1
1086,5,1
1087,5,1
1088,5,1
1089,5,1
1093,5,1
1094,5,1
1097,5,1
1101,5,1
1104,5,1
1105,5,1
1107,5,1
1109,5,1
1110,5,1
1111,5,1
1112,5,1
1116,5,1
1118,5,1
1120,5,1
1123,5,1
1124,5,1
1134,5,1
1140,5,1
1146,5,1
1148,5,1
1151,5,1
1155,5,1
1159,5,1
1161,5,1
1164,5,1
1169,5,1
1173,5,1
1177,5,1
1180,5,1
1181,5,1
1183,5,1
1186,5,1
